213,1,0.555
213,2,0.629
213,3,0.959
213,4,1.066
213,5,0.766
213,6,0.513
213,7,0.502
213,8,0.429
213,9,0.954
213,10,0.544
213,11,0.277
213,12,0.304
213,13,0.247
213,14,0.209
213,15,0.262
213,16,0.313
213,17,0.311
213,18,0.255
213,19,0.185
213,20,0.294
213,21,0.319
213,22,0.267
213,23,0.36
213,24,0.753
213,25,0.905
213,26,0.38
213,27,0.373
213,28,0.58
213,29,0.505
213,30,0.213
213,31,0.282
213,32,0.311
213,33,0.393
213,34,1.103
213,35,1.494
213,36,1.448
213,37,1.881
213,38,1.585
213,39,1.441
213,40,0.567
213,41,1.594
213,42,0.506
213,43,1.403
213,44,0.622
213,45,1.395
213,46,1.219
213,47,0.924
213,48,0.837
214,1,0.912
214,2,1.031
214,3,0.996
214,4,0.885
214,5,0.259
214,6,0.106
214,7,0.136
214,8,0.219
214,9,0.21
214,10,0.212
214,11,0.146
214,12,0.093
214,13,0.172
214,14,0.213
214,15,0.166
214,16,0.198
214,17,0.165
214,18,0.101
214,19,0.15
214,20,0.259
214,21,0.924
214,22,0.286
214,23,0.222
214,24,0.199
214,25,0.267
214,26,0.308
214,27,0.305
214,28,0.301
214,29,0.196
214,30,0.192
214,31,0.308
214,32,0.308
214,33,0.273
214,34,0.279
214,35,0.241
214,36,0.2
214,37,0.271
214,38,0.286
214,39,0.305
214,40,0.301
214,41,0.186
214,42,0.199
214,43,0.312
214,44,0.292
214,45,0.271
214,46,0.307
214,47,0.206
214,48,0.185
215,1,0.303
215,2,0.306
215,3,0.274
215,4,0.238
215,5,0.203
215,6,0.268
215,7,0.269
215,8,0.307
215,9,0.306
215,10,0.172
215,11,0.215
215,12,0.317
215,13,0.257
215,14,0.303
215,15,0.276
215,16,0.155
215,17,0.262
215,18,0.304
215,19,0.263
215,20,0.288
215,21,0.218
215,22,0.178
215,23,0.3
215,24,0.311
215,25,0.267
215,26,0.279
215,27,0.209
215,28,0.225
215,29,0.292
215,30,0.31
215,31,0.286
215,32,0.242
215,33,0.206
215,34,0.259
215,35,0.272
215,36,0.305
215,37,0.301
215,38,0.206
215,39,0.203
215,40,0.294
215,41,0.254
215,42,0.305
215,43,0.304
215,44,0.162
215,45,0.231
215,46,0.315
215,47,0.256
215,48,0.299
216,1,0.255
216,2,0.156
216,3,0.275
216,4,0.307
216,5,0.275
216,6,0.283
216,7,0.208
216,8,0.211
216,9,0.285
216,10,0.309
216,11,0.278
216,12,0.213
216,13,0.212
216,14,0.282
216,15,0.289
216,16,0.307
216,17,0.236
216,18,0.186
216,19,0.284
216,20,0.276
216,21,0.282
216,22,0.304
216,23,0.169
216,24,0.212
216,25,0.31
216,26,0.275
216,27,0.29
216,28,0.274
216,29,0.204
216,30,0.238
216,31,0.29
216,32,0.308
216,33,0.287
216,34,0.221
216,35,0.201
216,36,0.291
216,37,0.253
216,38,0.308
216,39,0.302
216,40,0.241
216,41,0.18
216,42,0.265
216,43,0.302
216,44,0.255
216,45,0.3
216,46,0.244
216,47,0.181
216,48,0.273
217,1,0.302
217,2,0.3
