213,1,2.39
213,2,2.376
213,3,2.409
213,4,2.404
213,5,2.511
213,6,2.31
213,7,2.174
213,8,2.214
213,9,2.152
213,10,2.239
213,11,2.211
213,12,2.165
213,13,1.628
213,14,1.48
213,15,1.534
213,16,1.816
213,17,6.795
213,18,7.578
213,19,7.227
213,20,7.124
213,21,6.843
213,22,6.644
213,23,7.118
213,24,5.918
213,25,5.24
213,26,4.828
213,27,2.49
213,28,1.345
213,29,1.293
213,30,1.351
213,31,1.365
213,32,1.296
213,33,1.53
213,34,1.416
213,35,1.34
213,36,1.371
213,37,1.224
213,38,1.324
213,39,1.249
213,40,1.297
213,41,1.371
213,42,1.319
213,43,1.279
213,44,3.675
213,45,2.12
213,46,2.246
213,47,2.141
213,48,2.162
214,1,2.204
214,2,2.169
214,3,2.214
214,4,2.221
214,5,2.115
214,6,2.173
214,7,2.16
214,8,2.243
214,9,2.185
214,10,2.177
214,11,2.124
214,12,2.24
214,13,1.718
214,14,2.892
214,15,1.472
214,16,1.457
214,17,1.441
214,18,1.5
214,19,1.282
214,20,1.262
214,21,1.256
214,22,1.21
214,23,1.337
214,24,1.277
214,25,1.242
214,26,1.282
214,27,1.264
214,28,1.275
214,29,1.35
214,30,1.222
214,31,2.686
214,32,1.33
214,33,1.47
214,34,1.538
214,35,1.256
214,36,1.217
214,37,1.309
214,38,1.234
214,39,1.361
214,40,1.243
214,41,1.261
214,42,1.27
214,43,1.706
214,44,2.212
214,45,2.21
214,46,2.125
214,47,2.158
214,48,2.146
215,1,3.65
215,2,2.159
215,3,2.181
215,4,2.147
215,5,2.252
215,6,2.303
215,7,2.36
215,8,2.31
215,9,2.267
215,10,2.259
215,11,2.361
215,12,2.331
215,13,1.836
215,14,1.456
215,15,1.441
215,16,1.466
215,17,1.572
215,18,2.55
215,19,1.907
215,20,1.4
215,21,1.444
215,22,1.54
215,23,1.448
215,24,1.428
215,25,1.479
215,26,1.399
215,27,1.529
215,28,1.487
215,29,1.434
215,30,1.467
215,31,1.27
215,32,1.271
215,33,1.384
215,34,1.225
215,35,1.264
215,36,2.72
215,37,1.264
215,38,1.34
215,39,1.294
215,40,1.226
215,41,1.317
215,42,1.241
215,43,1.63
215,44,2.151
215,45,2.108
215,46,2.103
215,47,2.196
215,48,2.185
216,1,2.205
216,2,2.18
216,3,2.151
216,4,2.198
216,5,2.98
216,6,2.919
216,7,2.206
216,8,2.159
216,9,2.124
216,10,2.264
216,11,2.183
216,12,2.18
216,13,1.664
216,14,1.448
216,15,2.632
216,16,2.838
216,17,8.457
216,18,17.374
216,19,17.41
216,20,17.527
216,21,17.108
216,22,16.599
216,23,17.402
216,24,15.115
216,25,7.72
216,26,7.23
216,27,5.643
216,28,7.134
216,29,6.991
216,30,6.117
216,31,7.354
216,32,6.554
216,33,6.181
216,34,5.976
216,35,5.981
216,36,5.241
216,37,4.644
216,38,4.762
216,39,4.788
216,40,6.494
216,41,13.716
216,42,15.538
216,43,9.047
216,44,8.911
216,45,8.612
216,46,8.7
216,47,8.239
216,48,7.991
217,1,7.617
217,2,7.233
217,3,6.499
217,4,6.172
217,5,5.996
217,6,6.001
217,7,3.381
217,8,2.955
217,9,2.761
217,10,2.688
217,11,2.523
217,12,2.204
217,13,1.685
217,14,1.542
217,15,2.556
217,16,2.869
217,17,4.03
217,18,6.83
217,19,7.457
217,20,7.009
217,21,9.789
217,22,7.43
217,23,7.1
217,24,7.258
217,25,7.907
217,26,7.372
217,27,6.432
217,28,7.42
217,29,6.731
217,30,7.069
217,31,7.306
217,32,6.845
217,33,6.682
217,34,6.666
217,35,6.449
217,36,5.745
217,37,5.662
217,38,5.618
217,39,5.326
217,40,6.134
217,41,13.986
217,42,15.141
217,43,7.639
217,44,8.086
217,45,7.52
217,46,7.4
217,47,7.054
217,48,6.418
218,1,6.01
218,2,5.823
218,3,3.75
218,4,2.762
218,5,2.855
218,6,2.924
218,7,2.819
218,8,2.873
218,9,2.844
218,10,2.841
218,11,2.955
218,12,2.811
218,13,2.148
218,14,2.214
218,15,3.939
218,16,4.299
218,17,4.327
218,18,6.49
218,19,6.474
218,20,7.442
218,21,7.831
218,22,9.367
218,23,9.021
218,24,9.768
218,25,8.527
218,26,7.654
218,27,7.009
218,28,8.005
218,29,7.904
218,30,7.885
218,31,9.28
218,32,8.849
218,33,7.558
218,34,6.643
218,35,6.068
218,36,5.91
218,37,5.447
218,38,4.818
218,39,4.424
218,40,3.645
218,41,5.989
218,42,12.992
218,43,6.012
218,44,6.488
218,45,5.78
218,46,5.051
218,47,3.278
218,48,2.176
219,1,2.217
219,2,2.181
219,3,2.255
219,4,2.193
219,5,2.16
219,6,2.232
219,7,2.202
219,8,2.259
219,9,2.254
219,10,2.17
219,11,2.212
219,12,2.229
219,13,1.634
219,14,1.601
219,15,2.492
219,16,3.154
219,17,6.315
219,18,8.919
219,19,8.37
219,20,8.999
219,21,8.082
219,22,8.373
219,23,8.617
219,24,6.504
219,25,6.748
219,26,7.488
219,27,7.851
219,28,7.775
219,29,8.86
219,30,10.342
219,31,12.554
219,32,10.918
219,33,9.366
219,34,9.265
219,35,8.93
219,36,8.705
219,37,8.472
219,38,7.668
219,39,7.1
219,40,6.682
219,41,6.188
219,42,3.914
219,43,3.856
219,44,3.775
219,45,3.691
219,46,3.651
219,47,3.609
219,48,3.712
220,1,2.877
220,2,2.552
220,3,2.554
220,4,2.505
220,5,2.253
220,6,2.209
220,7,2.215
220,8,2.17
220,9,2.224
220,10,2.254
220,11,3.788
220,12,2.26
220,13,1.97
220,14,1.473
220,15,1.615
220,16,1.508
220,17,1.474
220,18,1.521
220,19,1.266
220,20,1.355
220,21,1.324
220,22,1.232
220,23,1.306
220,24,1.258
220,25,1.269
220,26,1.392
220,27,1.24
220,28,1.626
220,29,2.464
220,30,1.283
220,31,1.358
220,32,1.308
220,33,1.445
220,34,1.481
220,35,1.31
220,36,1.329
220,37,1.319
220,38,1.259
220,39,1.282
220,40,1.378
220,41,1.325
220,42,1.288
220,43,1.759
220,44,2.136
220,45,2.231
220,46,3.668
220,47,2.136
220,48,2.18
221,1,2.386
221,2,2.233
221,3,2.503
221,4,2.203
221,5,2.447
221,6,2.286
221,7,2.421
221,8,2.356
221,9,2.386
221,10,2.277
221,11,2.437
221,12,2.355
221,13,2.107
221,14,1.637
221,15,1.607
221,16,3.096
221,17,1.678
221,18,1.643
221,19,1.472
221,20,1.387
221,21,1.4
221,22,1.564
221,23,1.465
